building_id,bathrooms,bedrooms,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
015cf622b143eb8703307cf591e9dd46,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0162edae269da1472fcbdf4f61df7c7a,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0165775b1775642fb0f71595e83484ba,5,5,5,5,5,5,5,5,5,5,5,5,5,5
016e30568187a4bd83bf86ca02837544,1,1,1,1,1,1,1,1,1,1,1,1,1,1
017c4715165fe36e5a4372ebf15207f1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
017c9eb62166b050a144adad22b91c00,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0180389cfd65c7037149466dc934afd3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0195041256b2514a6047a340b0561c3e,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ce6c2904c70141b3c6fd6d7557344,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01a8c78a8ec0234b5e9bd8645fb2ce43,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01ae28a1834d9bb940cfa2daa78b59c6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01bb059f7b7619ed7a5f74a97b9ce2ed,18,18,18,18,18,18,18,18,18,18,18,18,18,18
01bd855b1c9b786e37c13c25e5a81fda,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01cb79b2d06a9844231c42b3f05eb0c2,10,10,10,10,10,10,10,10,10,10,10,10,10,10
01cd1cd0b21bbd22da7381a248d4fdc8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01cefee671bc17927058c0c579d459cb,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01d767115586534b39d5224710dc56a4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01d7a001b3a497c25c3a01955d45c339,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01db3503f72909222100231ff6905a78,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01df496b33f2402c5c18076b5f45c916,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01e23bdc82cbdb20a15d290c02572a5d,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01ee5fb703946538f9a34e22f48939e9,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01f582fe206ca52144a3ac43c14653f7,9,9,9,9,9,9,9,9,9,9,9,9,9,9
01f85713461b5be6a172f4c3db190668,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01fa88863f900562b29e3877e01f593e,7,7,7,7,7,7,7,7,7,7,7,7,7,7
01fac0b9bd9301d4c9057c30f134f349,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02232b5a46fe3940f13becb88a3dc987,8,8,8,8,8,8,8,8,8,8,8,8,8,8
022f3c50adf219fdba54229d126c9c67,5,5,5,5,5,5,5,5,5,5,5,5,5,5
023bdb74ab3019723f00faa0cf0a12e3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
024a87df01ff8902a346b007cfe01ad8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02513c6b270e6222650ba1acc7b91e03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02680e0e92ea4bc55c6ed8f44e5ea94a,11,11,11,11,11,11,11,11,11,11,11,11,11,11
026c5d545a72ecb94c8bfdf9e02e018d,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02793964d8e2c47cea218648cef2edc8,2,2,2,2,2,2,2,2,2,2,2,2,2,2
027b750368bdc927a4884f997ed1776f,5,5,5,5,5,5,5,5,5,5,5,5,5,5
027d27aa0ec67b61a871621bc2499e87,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02865f74029f565ebe609b7149033ef7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
028bc2dc1f733c5bf5b4416eeaab4635,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02942fe5f3559ab2dec28c7240b1aed7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
029cd398916eae8cbe8e05de145f9eb5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029d2a8ae88942ee2d41900efdce28e3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
02aa437a1a2ae0c36d5059fdc5aaea23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02d125ad1039c9862a29de585ae15eae,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02d95c0b4abd96eb993dcfa8b8784ea3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02deb6881a97a9a6b4c4c2fda4010789,2,2,2,2,2,2,2,2,2,2,2,2,2,2
02e4317fe9a3dca8515a74ca540175f0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
02f29c9ae1d2ffe8daf105b7c1953d6b,4,4,4,4,4,4,4,4,4,4,4,4,4,4
02f6abb834d6120879a7c0b134c2521f,2,2,2,2,2,2,2,2,2,2,2,2,2,2
02fcc428279ad623f8098bc91ecbb640,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02ff22f4ea2f1dc0fe1ff294c6bcb890,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03003ef37f983cdd72271443d92ea21d,1,1,1,1,1,1,1,1,1,1,1,1,1,1
030a290a0adaa4efe9a105253a637e73,7,7,7,7,7,7,7,7,7,7,7,7,7,7
0311ff2774d96d57d267b0657c85d40a,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0318da4eb2aa28106e7fd48c92b2a7ab,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0320620f5a61538827e10e40bc5944cc,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0321baba58379fd3ff72ab3a9bec79cc,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0321ef50d7d03ab2371de0bed154726e,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032703436a6ca3353a1f9b07f8568960,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032ffcfe09b4918785fa0a7fa6fb78e2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03389a16019f24af0f52f9cd96f5c39c,1,1,1,1,1,1,1,1,1,1,1,1,1,1
033f924e9d540ea9e1c60117c3a0e300,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03424c490a4175fba5bf3922050586d8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
034751277212284e75b4ef85a1e3da37,1,1,1,1,1,1,1,1,1,1,1,1,1,1
034d26385f7d38f51c3ed61a5c1ed4bf,4,4,4,4,4,4,4,4,4,4,4,4,4,4
035a98fd6b3987e97bd128002d5d0c45,1,1,1,1,1,1,1,1,1,1,1,1,1,1
035d84697b655a9c271ea65b1b011472,3,3,3,3,3,3,3,3,3,3,3,3,3,3
035e3dd95a07d5b9442b8e9c333a6f47,2,2,2,2,2,2,2,2,2,2,2,2,2,2
036bd0cc35361adc397c27c1a5756434,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0372927bcb6a0949613ef5bf893bbac7,29,29,29,29,29,29,29,29,29,29,29,29,29,29
037d3ac2091834ca286e19e2e5727345,2,2,2,2,2,2,2,2,2,2,2,2,2,2
03865706bda0dccc5ef771a8ab5e9d32,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0386a8060c503d8de8133592204adb53,3,3,3,3,3,3,3,3,3,3,3,3,3,3
03870e0921cba88c72014d9e6e724f5f,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03885c591de0453599ce002dd36909ec,1,1,1,1,1,1,1,1,1,1,1,1,1,1
038f8e2050d140ccf737d6b147bd6fd9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03a139e5f542142be2e3a769ef641066,2,2,2,2,2,2,2,2,2,2,2,2,2,2
03aa952d2a86c3052c19749bf321b2e0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03af880024fb9e9962848413ac0584a8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03b5a7bf20af6fbf2ea0c62549ce4604,21,21,21,21,21,21,21,21,21,21,21,21,21,21
03b9809094643fbd7a07df741f779a45,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03ba7a26413dc4f1b861c0385709731a,4,4,4,4,4,4,4,4,4,4,4,4,4,4
03bf2672d9c0a726cba2237784e76d9b,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03c187f8fe45260bf8885d9bbf4777a3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03c36303e8adcc78b395f6c02cdff497,8,8,8,8,8,8,8,8,8,8,8,8,8,8
03cdc48ec509075c0eb2514328030505,15,15,15,15,15,15,15,15,15,15,15,15,15,15
03d03c96f16f2fbf78b6d18d6724ea13,2,2,2,2,2,2,2,2,2,2,2,2,2,2
03e5e845bb2aa316adc6e77ed8c35e58,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03f1fee91a40e0a87a97cd73c6f58ba6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03f6c936423f09d3177b8093feea5303,11,11,11,11,11,11,11,11,11,11,11,11,11,11
03fa266b4ef04de3e0a7ccbf3ab302f0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0423c6e4cc912f9bd58338bfe4ce0de2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
043e52833ec7195e5ee4b34da03fdfc4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
043e814dd6f684b9bdb3d7aab39027b7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0443557aca0fe6e98a5b1c5578b00189,1,1,1,1,1,1,1,1,1,1,1,1,1,1
046422b80a005293229e4f3dc77ce340,8,8,8,8,8,8,8,8,8,8,8,8,8,8
046f3a231658321a14a75e7769f4e3a6,28,28,28,28,28,28,28,28,28,28,28,28,28,28
0476241b50247e63da527128d3774297,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0484674d2b0521a9fb5aaf6ef36f7017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0489020c476b77b904559f584349f847,3,3,3,3,3,3,3,3,3,3,3,3,3,3
04942e0bd4dbcc3cbd8b8bae3460bbac,26,26,26,26,26,26,26,26,26,26,26,26,26,26
049cc87c01ee103027d320c6a25a78b3,21,21,21,21,21,21,21,21,21,21,21,21,21,21
049d1f82385b45207b5562f2a2cccb01,2,2,2,2,2,2,2,2,2,2,2,2,2,2
04aef651e74f7fb6ff72778db03ff629,2,2,2,2,2,2,2,2,2,2,2,2,2,2
04bfd6f28be788e8c9ff61deb8f39f6c,51,51,51,51,51,51,51,51,51,51,51,51,51,51
04d6c2e3fd1d86318d90e91966f01fe3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
04d9c09943370b4d2ea48a47e44c028c,3,3,3,3,3,3,3,3,3,3,3,3,3,3
04def55aa4c471a1b5baab0be84882ce,8,8,8,8,8,8,8,8,8,8,8,8,8,8
04df2ea8cb9bb9b27be8389f8adc33be,3,3,3,3,3,3,3,3,3,3,3,3,3,3
04f5b303e487287cd749a5a3073a4d4e,7,7,7,7,7,7,7,7,7,7,7,7,7,7
04fa731f6d64a4458c70cae653b8c391,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05003274a4d0df26e7482d36f0d74e8f,1,1,1,1,1,1,1,1,1,1,1,1,1,1
053932bdb56039c4ae98c0f827706e1f,5,5,5,5,5,5,5,5,5,5,5,5,5,5
053a86af549662cc62958467b8d563ba,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05447162377f01fa974430ee17df8208,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05593804df5263a014400d046aa81db3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
055993da42d31a93c9abe3209d8b4716,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05603000aa4b037d1091f64df2add303,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05661b59bcaf61f966f3d23f03d8481d,8,8,8,8,8,8,8,8,8,8,8,8,8,8
05675aefe4ee1c07769e969d9194cf22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05766f131f7c63a0f788fd2bd6e3314e,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0578eeda85351daee6b9ade3ce23c250,1,1,1,1,1,1,1,1,1,1,1,1,1,1
058890aa22822b40c839add9a4af8bf1,29,29,29,29,29,29,29,29,29,29,29,29,29,29
058893661920e43fe19e51d0c66d5cb5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
058a0a3f0010425f6997fabeff0b41f9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
058fa42b13d4a5e9da7d5e736a64cb59,10,10,10,10,10,10,10,10,10,10,10,10,10,10
058fdffc7530feba526e11536465398c,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05932db3a59e396c788d27f3dd703a87,10,10,10,10,10,10,10,10,10,10,10,10,10,10
05991502cc008de398006f66a5748449,3,3,3,3,3,3,3,3,3,3,3,3,3,3
059fa7fe831c3124ee88e0543f91893b,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05a40e2bea373c40ddcad8dfa8aa737b,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05a69d5c40589ce3c282c8a919839bb0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05b74bc92891e47ee7718f4b9c6f7f1a,11,11,11,11,11,11,11,11,11,11,11,11,11,11
05b871a1e1e0368391160bcefc608e00,71,71,71,71,71,71,71,71,71,71,71,71,71,71
05ba60cee742d1fc90d5eb6fdeaf5ebf,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05d82a59e45e1621b9b08238cdef0c4e,3,3,3,3,3,3,3,3,3,3,3,3,3,3
05dcd963e29533452529888538e628a9,4,4,4,4,4,4,4,4,4,4,4,4,4,4
05e26e72ebec9d1d7612a476fe03e3b3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05eaf0ebc460696ce5703a0337765ebc,13,13,13,13,13,13,13,13,13,13,13,13,13,13
05f6730bb64d45a27e5fef7b318bae29,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05fd08dd033e5a761ae8700dba250919,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0626998bf540548d0755461f95233dee,1,1,1,1,1,1,1,1,1,1,1,1,1,1
062c3c485262a1bad23ed6393542b006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
062e2c2a75e251e49a32a0cf3220d7a8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06329938c684b97638e47e45aa9b589b,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0635e0a035c849895524cc54b1f0e122,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0645cf1dec48f5a361d75f2b54a75f72,1,1,1,1,1,1,1,1,1,1,1,1,1,1
064bdf887ed6a94d6c38f2d40a1e73bb,1,1,1,1,1,1,1,1,1,1,1,1,1,1
064da5157f08a3cf1af4d992babc22c2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
065900ecc5911da1d4bfb5f78ece4440,2,2,2,2,2,2,2,2,2,2,2,2,2,2
06593fb601938870ea7c56a8c2eca847,3,3,3,3,3,3,3,3,3,3,3,3,3,3
065b4585c20d5b74e31dd4419de550fb,6,6,6,6,6,6,6,6,6,6,6,6,6,6
065bf5e208542df64d245139b442943e,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0660c1e0dc3985104a0ffa14787ba696,7,7,7,7,7,7,7,7,7,7,7,7,7,7
066d8b1f346ba2e5f10ef91d71b5565c,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0681d047a364e2afd020f91130471fc2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
069152f8ad54e8c409deb60b6a7cb96a,5,5,5,5,5,5,5,5,5,5,5,5,5,5
069643d6225cdd071886789fc20745ea,1,1,1,1,1,1,1,1,1,1,1,1,1,1
069c9e84e5b32abf84fe2b29fc2dfdf7,3,3,3,3,3,3,3,3,3,3,3,3,3,3
06a984d08e34bc1bb03b744e1304b4f2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06aa07d9a5ec6f098c768152993c0ae0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
06b8705c49841dbaeff8b992d16c9fc9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06c0195a6f76887ef87890e79d357852,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06c1c4f953d74230babf107a7d95dcce,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06c6ffd6b52ee4250fce45b90981eb0f,16,16,16,16,16,16,16,16,16,16,16,16,16,16
06d5d2f70c8078ab02f7fc716963955e,36,36,36,36,36,36,36,36,36,36,36,36,36,36
06d680e5442922923dab7583a640e97a,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06e97b785a17eb16c781ce0a19325436,7,7,7,7,7,7,7,7,7,7,7,7,7,7
06fec34a8715911bdf1c4b98a1dcdd9b,5,5,5,5,5,5,5,5,5,5,5,5,5,5
07049b6473220e2ad3fb2fa0277b400e,6,6,6,6,6,6,6,6,6,6,6,6,6,6
070e1b1601b3da5ab679585cc3e24534,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0717ae4589c6fb9d3c1ef2d9d4b264d6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
071d1b44f8f3174924116a11d725d4fb,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0724b289716060bf9f778d56e73ea828,1,1,1,1,1,1,1,1,1,1,1,1,1,1
072a4a64390337c97e4b9497e7948756,4,4,4,4,4,4,4,4,4,4,4,4,4,4
072d115f2d5a82b17becdcddc5f10a7b,1,1,1,1,1,1,1,1,1,1,1,1,1,1
073bb13c53f85258aad3d563502a1e08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
073c3327773f75136bcd9edaa779a798,6,6,6,6,6,6,6,6,6,6,6,6,6,6
073fbff2ab1e2d8a23d093b3a94f95f6,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0746b0a8a7be08165ddcaca49b9056ea,1,1,1,1,1,1,1,1,1,1,1,1,1,1
075552ad3a70c3c2b0a2cd92ae3ac9cf,3,3,3,3,3,3,3,3,3,3,3,3,3,3
076687fb5654fd156ebd230e34a10bea,3,3,3,3,3,3,3,3,3,3,3,3,3,3
076727fb1039e9ebd0e13bffdcc8a385,18,18,18,18,18,18,18,18,18,18,18,18,18,18
076fc2a825213a057b72627168ba2353,2,2,2,2,2,2,2,2,2,2,2,2,2,2
07827db1f2a5a42c55e36cbd77cd341f,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0791480af5f438d9b268a3ed760dc369,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0797a9afe2da8e8b8e63ea87740dfce9,2,2,2,2,2,2,2,2,2,2,2,2,2,2
079f18865560a53044526c746e7a8f25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
07aca7358815b0d50599fa0a2f8571c2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
07b08939fc362cff016f381ce3aa54b1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
07b0a3e316e5fb31026fee5dfa07c753,5,5,5,5,5,5,5,5,5,5,5,5,5,5
07b475a6ccfac143305328c9ede76205,1,1,1,1,1,1,1,1,1,1,1,1,1,1
07bc4d193bfdc5bc0fcee6decfe7e448,2,2,2,2,2,2,2,2,2,2,2,2,2,2
07c299cf2583d0397977e39f092b6ab9,18,18,18,18,18,18,18,18,18,18,18,18,18,18
07d3c08954ba33e58a217b3488c6e4de,3,3,3,3,3,3,3,3,3,3,3,3,3,3
07ef66d6057ef14518c45ab55ecffa51,2,2,2,2,2,2,2,2,2,2,2,2,2,2
07f56746c6f23c0ae648aec079ef77dd,6,6,6,6,6,6,6,6,6,6,6,6,6,6
07f62fc0a899eed729cf93bfba28013f,1,1,1,1,1,1,1,1,1,1,1,1,1,1
07fd69662e9ff7cdcdca697edc8d30bf,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0806637323769972ab477841717fc941,20,20,20,20,20,20,20,20,20,20,20,20,20,20
080d70090df7f1db0d724ae82c298e61,5,5,5,5,5,5,5,5,5,5,5,5,5,5
081cd5fdceb92a52858b4ea98ed426d6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08230942d0d53e604c90f393414ffb0c,9,9,9,9,9,9,9,9,9,9,9,9,9,9
082d09aa4599d6254a822dd401d8e7cc,1,1,1,1,1,1,1,1,1,1,1,1,1,1
084c8ec3c4d730cbdc9404f0fb5c7c0e,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08629ab9a07e9025fb471b0a5a059ff0,7,7,7,7,7,7,7,7,7,7,7,7,7,7
086b85fec0ce4bf49da7ccea38c85415,33,33,33,33,33,33,33,33,33,33,33,33,33,33
0882780e4db55b7c6218580e8b5423eb,8,8,8,8,8,8,8,8,8,8,8,8,8,8
08844aebacc8b348687ff756ce4cbfd0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
088c779444fabb06cbbe2a5523d80d0b,12,12,12,12,12,12,12,12,12,12,12,12,12,12
08910aa57669ea59b62e647c9566c9e6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0898908ed04960fcba6fa5d055aa4a86,4,4,4,4,4,4,4,4,4,4,4,4,4,4
089d52646c96f9dc28a20288957020e0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08a85df4464d9df8c8a7bbbeb0b48de1,9,9,9,9,9,9,9,9,9,9,9,9,9,9
08aa04dae624fb2aa63cecd1c2c4aabd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08bb0c3596ec343c7bd738450d992363,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08c71ddf1ca3e66e48517349a4bc3fc1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
08c77edf4b9f4ab2929bf41d202a1976,24,24,24,24,24,24,24,24,24,24,24,24,24,24
08d457b9723f3ed3e9186633a4b7c5ec,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090e1c2ce641600c1e52934ed2e7d4e6,3,3,3,3,3,3,3,3,3,3,3,3,3,3
090fc14ac806e6670e198b41cbc776b6,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0911b26faf11c14464d0ea4f9919fe8f,3,3,3,3,3,3,3,3,3,3,3,3,3,3
09137fa3563610e71506fe87e7bf04cd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
092f84ea51e012a272ace8171b026d34,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09300fbe2e5f92df1b390b5dc0820878,11,11,11,11,11,11,11,11,11,11,11,11,11,11
09313e6c712105e8aff16918f6212a6a,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0935cc25b8b93f78144e87604bf8e93a,1,1,1,1,1,1,1,1,1,1,1,1,1,1
093b7b01eec2f7ae27cdc8275d62aecc,10,10,10,10,10,10,10,10,10,10,10,10,10,10
093b9a4bce71f1faaaf7eb04efb864e3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
093f12f9f86cd4e9a9bdccddcf4bc5d0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
093f64f52a6e43ba5e8f12bec8200554,128,128,128,128,128,128,128,128,128,128,128,128,128,128
094eaf3c5170022851796f1e31f5ef9e,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0952454271bc66ab6a4c7e5377e336c6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0956368a55ae41d57f00a7778d5ede95,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0958e62047412858d58edf3fefb5886a,4,4,4,4,4,4,4,4,4,4,4,4,4,4
095b977b51763e8293203a4a97abc44f,4,4,4,4,4,4,4,4,4,4,4,4,4,4
095eb9f84fdd2a60facc31316a94ec96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095fb2efb5aeb67c2ab2dd1ed0b1c2f8,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0961bd0fab8ccf9b371659d353b0b154,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0980e9ae523c659904e4a9692a7709bc,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098f9c5e56c917e4e7843aaaea01ef54,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0990e746cccb7f3bbe6009785e6ecf9b,11,11,11,11,11,11,11,11,11,11,11,11,11,11
099d835aa094ea912365d33b72132a4d,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09a7348a08ff89b1553a4a248c52c3ed,3,3,3,3,3,3,3,3,3,3,3,3,3,3
09acedb6824206c92eb2a071126bcaf6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09bbddec7df8a0a203d67f6f8b9052c3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
