price,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,street_address,interest_level
1795,118,118,118,118,118,118,118,118,118,118,118,118,118,118
1796,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1797,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1799,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1800,325,325,325,325,325,325,325,325,325,325,325,325,325,325
1802,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1803,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1810,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1812,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1813,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1815,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1820,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1825,107,107,107,107,107,107,107,107,107,107,107,107,107,107
1833,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1835,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1838,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1840,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1845,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1846,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1849,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1850,404,404,404,404,404,404,404,404,404,404,404,404,404,404
1855,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1856,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1860,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1866,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1870,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1875,142,142,142,142,142,142,142,142,142,142,142,142,142,142
1878,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1879,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1883,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1885,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1890,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1893,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1895,132,132,132,132,132,132,132,132,132,132,132,132,132,132
1896,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1897,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1899,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1900,455,455,455,455,455,455,455,455,455,455,455,455,455,455
1902,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1903,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1905,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1907,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1910,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1915,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1920,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1925,77,77,77,77,77,77,77,77,77,77,77,77,77,77
1927,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1930,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1931,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1935,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1936,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1937,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1938,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1940,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1945,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1949,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1950,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1952,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1955,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1960,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1965,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1970,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1973,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1974,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1975,113,113,113,113,113,113,113,113,113,113,113,113,113,113
1979,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1980,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1984,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1985,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1987,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1990,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1993,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1995,217,217,217,217,217,217,217,217,217,217,217,217,217,217
1996,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1999,31,31,31,31,31,31,31,31,31,31,31,31,31,31
2000,508,508,508,508,508,508,508,508,508,508,508,508,508,508
2011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025,45,45,45,45,45,45,45,45,45,45,45,45,45,45
2027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2030,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2039,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2040,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2045,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2048,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2049,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2050,223,223,223,223,223,223,223,223,223,223,223,223,223,223
2055,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2057,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2062,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2064,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2065,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2069,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2070,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2075,54,54,54,54,54,54,54,54,54,54,54,54,54,54
2080,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2083,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2085,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2090,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2095,123,123,123,123,123,123,123,123,123,123,123,123,123,123
2098,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2099,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2100,585,585,585,585,585,585,585,585,585,585,585,585,585,585
2108,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2110,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2112,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2113,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2115,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2118,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2121,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2123,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2124,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2125,48,48,48,48,48,48,48,48,48,48,48,48,48,48
2132,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2140,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2142,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2145,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2147,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2149,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2150,341,341,341,341,341,341,341,341,341,341,341,341,341,341
2154,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2155,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2160,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2165,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2167,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2170,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2175,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2176,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2178,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2179,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2180,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2182,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2185,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2188,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2189,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2190,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2193,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2195,222,222,222,222,222,222,222,222,222,222,222,222,222,222
2197,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2199,29,29,29,29,29,29,29,29,29,29,29,29,29,29
2200,630,630,630,630,630,630,630,630,630,630,630,630,630,630
2205,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2208,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2209,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2210,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2212,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2215,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2219,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2220,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2225,40,40,40,40,40,40,40,40,40,40,40,40,40,40
2230,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2231,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2235,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2238,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2239,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2240,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2245,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2249,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2250,363,363,363,363,363,363,363,363,363,363,363,363,363,363
2251,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2252,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2253,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2255,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2258,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2259,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2260,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2261,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2265,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2270,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2275,94,94,94,94,94,94,94,94,94,94,94,94,94,94
2277,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2279,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2280,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2283,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2284,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2285,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2287,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2288,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2290,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2291,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2292,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2295,204,204,204,204,204,204,204,204,204,204,204,204,204,204
2299,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2300,643,643,643,643,643,643,643,643,643,643,643,643,643,643
2305,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2307,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2308,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2310,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2315,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2318,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2320,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2321,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2325,90,90,90,90,90,90,90,90,90,90,90,90,90,90
2330,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2335,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2336,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2337,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2340,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2345,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2347,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2348,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2350,487,487,487,487,487,487,487,487,487,487,487,487,487,487
2352,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2354,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2355,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2356,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2358,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2359,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2360,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2363,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2364,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2365,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2367,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2370,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2371,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2373,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2374,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2375,85,85,85,85,85,85,85,85,85,85,85,85,85,85
2376,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2378,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2379,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2380,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2383,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2384,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2385,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2386,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2388,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2389,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2390,40,40,40,40,40,40,40,40,40,40,40,40,40,40
2391,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2392,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2394,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2395,219,219,219,219,219,219,219,219,219,219,219,219,219,219
2396,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2397,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2399,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2400,772,772,772,772,772,772,772,772,772,772,772,772,772,772
2403,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2405,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2410,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2415,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2417,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2420,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2421,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2424,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2425,55,55,55,55,55,55,55,55,55,55,55,55,55,55
2430,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2431,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2432,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2433,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2435,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2439,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2440,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2441,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2443,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2445,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2446,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2447,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2448,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2449,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2450,443,443,443,443,443,443,443,443,443,443,443,443,443,443
2451,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2453,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2455,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2457,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2460,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2462,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2464,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2465,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2470,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2471,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2472,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2473,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2475,113,113,113,113,113,113,113,113,113,113,113,113,113,113
2478,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2479,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2480,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2482,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2483,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2484,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2485,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2486,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2487,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2488,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2489,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2490,52,52,52,52,52,52,52,52,52,52,52,52,52,52
2492,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2493,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2495,277,277,277,277,277,277,277,277,277,277,277,277,277,277
2497,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2498,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2499,31,31,31,31,31,31,31,31,31,31,31,31,31,31
2500,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106
2501,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2507,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2510,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2512,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2515,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2516,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2520,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2521,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2523,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2525,84,84,84,84,84,84,84,84,84,84,84,84,84,84
2529,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2530,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2535,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2538,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2539,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2540,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2541,1,1,1,1,1,1,1,1,1,1,1,1,1,1
