listing_id,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,longitude,manager_id,photos,price,street_address,interest_level
6812286,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812289,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812301,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812319,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812334,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812362,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812371,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812372,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812374,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812395,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812437,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812444,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812452,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812475,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812491,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812493,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812513,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812516,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812518,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812520,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812524,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812533,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812535,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812539,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812546,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812548,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812557,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812558,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812585,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812630,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812631,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812635,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812648,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812649,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812659,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812680,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812685,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812711,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812715,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812729,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812734,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812744,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812759,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812767,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812781,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812786,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812788,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812792,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812815,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812820,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812824,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812829,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812831,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812836,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812847,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812849,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812855,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812859,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812870,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812909,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812933,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812934,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812960,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812976,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812989,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6812993,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813043,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813072,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813074,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813079,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813097,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813102,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813115,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813116,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813123,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813124,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813125,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813137,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813143,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813159,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813160,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813164,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813169,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813174,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813180,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813199,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813200,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813205,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813207,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813240,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813253,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813255,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813268,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813275,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813286,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813298,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813319,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813323,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813344,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813364,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813365,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813367,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813376,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813384,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813385,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813388,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813392,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813399,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813407,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813410,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813420,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813427,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813437,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813451,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813471,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813474,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813483,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813484,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813489,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813491,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813497,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813511,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813513,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813514,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813541,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813542,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813543,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813560,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813566,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813568,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813601,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813602,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813607,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813608,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813610,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813630,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813635,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813637,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813638,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813644,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813645,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813653,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813664,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813666,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813673,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813678,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813682,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813689,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813690,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813717,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813721,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813728,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813731,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813748,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813757,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813762,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813767,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813772,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813776,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813780,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813785,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813789,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813799,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813808,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813812,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813813,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813816,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813824,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813827,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813834,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813835,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813836,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813847,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813849,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813860,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813868,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813870,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813872,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813880,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813884,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813901,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813903,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813905,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813933,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813936,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813943,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813946,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813951,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813959,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813960,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813977,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6813996,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814043,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814059,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814061,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814074,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814088,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814096,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814110,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814136,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814154,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814162,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814185,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814194,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814198,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814200,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814205,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814219,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814221,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814223,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814227,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814229,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814234,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814237,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814245,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814249,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814265,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814268,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814279,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814285,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814306,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814330,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814331,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814332,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814337,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814362,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814363,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814395,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814397,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814401,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814422,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814424,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814431,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814432,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814442,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814463,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814470,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814484,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814491,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814495,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814518,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814522,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814530,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814533,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814540,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814546,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814548,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814549,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814559,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814564,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814566,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814573,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814585,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814589,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814590,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814609,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814613,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814616,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814617,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814619,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814620,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814626,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814636,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814640,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814654,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814675,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814678,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814689,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814699,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814719,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814725,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814729,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814731,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814755,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814763,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814774,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814778,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814785,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814814,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814826,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814829,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814840,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814854,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814855,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814867,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814869,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814878,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814881,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814884,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814888,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814892,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814907,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814921,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814927,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814928,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814939,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814940,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814943,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814947,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814951,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814952,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814955,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814958,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814969,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814972,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814978,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6814988,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815061,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815069,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815101,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815103,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815109,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815121,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815123,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815134,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815137,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815144,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815148,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815151,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815167,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815173,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815183,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815188,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815190,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815198,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815204,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815254,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815278,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815284,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815291,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815305,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815306,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815329,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815341,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815342,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815346,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815350,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815367,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815368,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815397,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815409,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815413,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815419,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815423,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815426,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815428,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815434,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815441,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815450,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815457,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815458,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815469,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815487,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815494,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815495,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815499,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815525,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815538,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815544,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815545,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815546,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815554,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815571,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815573,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815584,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6815585,1,1,1,1,1,1,1,1,1,1,1,1,1,1
