latitude,bathrooms,bedrooms,building_id,created,description,display_address,features,listing_id,longitude,manager_id,photos,price,street_address,interest_level
40.5905,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.5907,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.5909,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.591,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.5912,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.5915,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.5922,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.5937,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.5946,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.5956,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.5958,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.5972,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.5987,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6001,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6032,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6052,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6063,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6066,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6072,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6079,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6084,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6087,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6088,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6091,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6092,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6094,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6098,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6101,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.611,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6111,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6113,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6117,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6118,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6123,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6126,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6128,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6133,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6134,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6138,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6139,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6149,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6161,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6163,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6167,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6168,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.617,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6171,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6173,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6174,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6178,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.618,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6181,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6182,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6184,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6188,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6189,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6192,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6193,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6195,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6196,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6197,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6199,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6203,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6207,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.621,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6211,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6212,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6213,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6215,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6218,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6223,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6224,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6225,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6226,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6227,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6229,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.623,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6231,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6232,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6233,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6234,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6235,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6237,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6238,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6239,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.624,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6241,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6243,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6244,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6251,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6253,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6254,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6255,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6257,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6258,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.626,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6262,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6264,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6265,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6277,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6279,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6282,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6284,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6285,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6286,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6287,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6288,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6289,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.629,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6293,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6294,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6296,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6297,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6298,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6299,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.63,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6301,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6303,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6304,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6306,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6307,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.631,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6315,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6319,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6321,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6323,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6324,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6325,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6326,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6328,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6329,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6331,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6333,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6334,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6339,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.634,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6342,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6345,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6347,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6352,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6355,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6356,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6357,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6358,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6362,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6363,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6364,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6367,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6368,15,15,15,15,15,15,15,15,15,15,15,15,15,15
40.6369,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.637,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6371,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6372,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6373,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6374,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6375,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6377,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6379,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6381,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6382,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6383,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6384,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6385,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6386,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6388,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6389,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6392,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6393,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6394,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6395,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6396,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6397,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6398,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6399,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6401,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6402,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6403,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6404,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6405,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6406,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6407,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6409,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6411,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6414,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6416,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6418,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6419,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6421,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6425,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6426,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6428,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6429,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6431,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6434,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6436,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6437,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6438,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.644,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6442,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6443,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6444,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6445,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6447,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.644800000000004,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6449,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.645,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.6453,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6455,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.646,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6461,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.6462,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6463,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6464,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6465,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6468,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.647,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6471,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6472,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6475,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6476,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6477,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6479,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.648,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6481,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6482,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6483,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6484,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6485,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6488,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6489,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6491,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6492,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6493,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6497,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6498,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6499,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6501,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6502,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6503,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6505,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6506,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6507,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6508,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6509,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6511,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6512,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6513,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6515,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6516,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6518,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6519,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.652,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6521,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6522,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6523,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6524,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6527,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6529,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6531,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6533,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6534,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6535,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6537,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6544,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6545,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6547,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.655,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6551,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6552,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6554,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6556,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6557,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6559,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.656,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6561,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6562,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6566,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6567,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6568,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6569,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.657,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6574,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6575,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6576,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6577,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6578,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6579,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.658,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6581,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6584,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.658500000000004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6589,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.659,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6592,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6594,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6596,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6597,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6598,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6599,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.66,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6602,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6603,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6604,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6605,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6606,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.661,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6611,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6612,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6613,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6614,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6616,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6617,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6618,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6619,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.662,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6621,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6622,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6623,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6624,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6625,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6627,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6629,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.663,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6631,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6632,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6633,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6634,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6635,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6639,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.664,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6641,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6644,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6645,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6646,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6647,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6649,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.665,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6651,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6652,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6653,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6654,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6655,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6656,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6657,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6658,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6659,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.666,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6661,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6662,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6663,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6664,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6665,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6666,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6667,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6668,14,14,14,14,14,14,14,14,14,14,14,14,14,14
40.6669,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.667,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6671,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6672,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6673,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6674,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6675,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6676,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6677,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6678,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6679,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.668,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6681,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6682,16,16,16,16,16,16,16,16,16,16,16,16,16,16
